management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,competition2004,year,sic,lb_employindex,pppgdp,,              storage  display     value
2.944444,3,2.8,3,5.225747,0,2,"Family owned, family CEO",,0,0,90,60,United States,,2008,271,0,14119.05,,
2.666667,3.2,2.6,2.166667,5.521461,,4,"Family owned, family CEO",,0,0,80,10,United States,,2006,209,0,13398.93,,
3.666667,4.4,4.4,2.333333,7.438384,,5,Other,,0,0,33,0,United States,,2007,206,0,13398.93,,
3.055556,3.6,2.2,3.5,8.294049,,10,Private Equity,,0,0,50,10,United States,,2006,371,0,13398.93,,
3.555556,3.6,3.4,3.166667,8.006368,30,10,Private Equity,,0,0,80,10,United States,,2006,371,0,14119.05,,
2.5,2.4,2.2,3.333333,4.744932,,3,"Family owned, family CEO",,0,0,80,10,United States,,2006,342,0,13398.93,,
2.277778,2,2.4,2.166667,4.60517,60,6,"Family owned, family CEO",,0,0,50,0,United States,,2008,342,0,14624.18,,
4.166667,4.4,4.2,4.166667,6.956545,,2,Dispersed Shareholders,,0,0,88,10,United States,,2006,286,0,13398.93,,
3.388889,3.8,3.2,3.333333,4.820282,0,0,Dispersed Shareholders,,0,0,100,5,United States,,2009,286,0,14119.05,,
3.444444,3.4,2.8,3.833333,6.39693,,10,Private Individuals,,0,0,75,5,United States,,2006,253,0,13398.93,,
3.111111,3.4,2.6,3.166667,6.214608,5,10,Other,,0,0,50,10,United States,,2009,253,0,14119.05,,
4.666667,4.2,4.8,4.833333,6.39693,,10,Dispersed Shareholders,US,0,1,100,50,United States,,2006,349,0,13398.93,,
3.666667,4,3.8,3.166667,5.703783,25,7,Dispersed Shareholders,,0,0,90,10,United States,,2009,349,0,14624.18,,
4.111111,4,3.8,4.833333,5.926926,,10,Private Individuals,,0,0,45,10,United States,,2005,252,0,13398.93,,
3.5,3.2,3.6,3.666667,5.991465,,6,Dispersed Shareholders,UK,1,0,70,10,United States,,2006,308,0,13398.93,,
3.117647,2.8,3.4,3.4,5.521461,,,"Family owned, family CEO",,0,0,0,0,United States,,2005,204,0,12638.38,,
2.222222,2.8,2,1.833333,5.389072,,5,"Family owned, family CEO",,0,0,33,0,United States,,2006,344,0,13398.93,,
2.277778,3.4,1,2.166667,4.941642,5,10,"Family owned, family CEO",,0,0,10,1,United States,,2010,344,0,14624.18,,
3.722222,4,4,3,8.294049,,10,Dispersed Shareholders,Italy,1,0,25,10,United States,,2007,324,0,13398.93,,
3.055556,3.8,3.2,3,5.010635,0,4,Dispersed Shareholders,Italy,1,0,50,25,United States,,2008,324,0,14119.05,,
2.3125,3,1.5,2.333333,6.802395,,6,"Family owned, family CEO",,0,0,80,3,United States,,2007,201,0,13398.93,,
2.722222,2.6,2.4,2.666667,4.663439,,10,Private Individuals,,0,0,60,5,United States,,2006,344,0,13398.93,,
3.944444,4.2,4.2,3.5,6.309918,,6,Managers,,0,0,10,10,United States,,2006,308,0,13398.93,,
3.222222,3.4,3,3.166667,6.214608,10,2,Managers,,0,0,80,20,United States,,2006,308,0,14119.05,,
3.222222,4.4,3,2.333333,5.192957,,10,Other,,0,0,50,0,United States,,2006,344,0,13398.93,,
3.222222,3.6,3.4,3,7.495542,,5,Dispersed Shareholders,,0,0,20,5,United States,,2006,344,0,13398.93,,
3.722222,4,3.8,3.5,7.554859,,0,Dispersed Shareholders,,0,0,80,65,United States,,2008,271,0,14369.08,,
2.529412,2.75,2,2.333333,5.521461,,5,"Family owned, family CEO",,0,0,10,0,United States,,2006,344,0,13398.93,,
3.166667,3.6,2.8,3,5.521461,25,10,"Family owned, family CEO",,0,0,40,1,United States,,2006,344,0,14119.05,,
2.555556,2.6,2,3.5,8.006368,,10,Private Individuals,,0,0,5,1,United States,,2006,325,0,13398.93,,
3.666667,3.4,4.2,3.5,8.294049,0,4,Private Individuals,,0,0,70,15,United States,,2010,325,0,14624.18,,
4.166667,4.4,3.4,4.666667,4.787492,,2,"Family owned, family CEO",,0,0,88,50,United States,,2006,349,0,13398.93,,
2.111111,2.4,2.8,1.666667,4.787492,,3,Private Individuals,,0,0,0,0,United States,,2006,354,0,13398.93,,
1.944444,1.6,1.6,2.166667,5.010635,,10,"Family owned, external CEO",,0,0,70,0,United States,,2007,289,0,13398.93,,
1.722222,2,1.8,1.166667,5.416101,,4,"Family owned, family CEO",,0,0,0,0,United States,,2005,349,0,13398.93,,
4.055555,3.4,3.6,5,7.090077,,10,Dispersed Shareholders,France,1,0,50,50,United States,,2005,367,0,13398.93,,
2.611111,2.6,2.4,3.333333,4.867535,,4,Private Individuals,,0,0,90,80,United States,,2007,354,0,13398.93,,
2.833333,3.8,1.2,3,5.010635,0,2,Private Individuals,,0,0,80,10,United States,,2009,354,0,14119.05,,
2.5,3,2,2.333333,5.298317,,10,Private Individuals,,0,0,20,0,United States,,2007,325,0,13398.93,,
3.555556,4,3.6,3.333333,8.160519,,10,Other,US,0,1,100,10,United States,,2006,333,0,13398.93,,
3.333333,3.6,3.4,3.166667,8.160519,0,10,Other,Mexico,1,0,85,5,United States,,2009,333,0,14119.05,,
2.117647,2.6,2,1.833333,5.298317,,10,Dispersed Shareholders,US,0,1,50,0,United States,,2006,355,0,13398.93,,
2.444444,2.8,2.8,2.333333,5.521461,5,3,Dispersed Shareholders,US,0,1,95,20,United States,,2006,355,0,14119.05,,
3.666667,4.2,2.8,3.5,8.006368,,7,Other,,0,0,3,2,United States,,2006,252,0,13398.93,,
3.944444,4.6,3.4,3.833333,7.600903,2,10,Other,,0,0,66,10,United States,,2009,252,0,14624.18,,
3.888889,4.6,3.8,3,6.448889,,3,Dispersed Shareholders,Japan,1,0,,,United States,,2007,336,0,13398.93,,
4,4.2,4,3.5,6.907755,0,7,Dispersed Shareholders,Japan,1,0,60,30,United States,,2007,336,0,14624.18,,
3.277778,3.6,3.2,2.666667,5.991465,,5,Other,,0,0,80,10,United States,,2006,261,0,13398.93,,
2.888889,3,3.2,2.666667,5.480639,5,6,Other,,0,0,75,0,United States,,2009,261,0,14119.05,,
1.777778,1.6,1,2.333333,4.787492,50,10,Private Individuals,US,0,1,100,1,United States,,2006,353,0,14624.18,,
3.222222,3.4,3.2,2.666667,6.016157,,10,"Family owned, family CEO",,0,0,50,0,United States,,,349,0,13398.93,,
4.111111,4.6,4,3.5,6.052089,8,1,"Family owned, family CEO",,0,0,75,25,United States,,,349,0,14624.18,,
3.222222,3.2,3.6,2.833333,8.411833,,5,Dispersed Shareholders,,0,0,100,4,United States,,2007,262,0,13398.93,,
3.611111,3.8,3.6,3.666667,6.214608,75,8,Dispersed Shareholders,,0,0,65,6,United States,,2009,262,0,14624.18,,
3.888889,4,4.4,3.166667,4.867535,,10,"Family owned, family CEO",,0,0,50,0,United States,,2007,242,0,13398.93,,
3.444444,3.6,3.8,3.166667,5.075174,20,10,"Family owned, family CEO",,0,0,40,3,United States,,2007,242,0,14119.05,,
4.166667,4.4,4,4.5,5.521461,,10,Founder,,0,0,60,40,United States,,2006,344,0,13398.93,,
4,4.8,4.4,3,6.214608,,1,Dispersed Shareholders,US,0,1,50,5,United States,,2006,208,0,13398.93,,
3.444444,3.6,3.8,3,5.075174,,10,Private Equity,,0,0,50,10,United States,,2006,353,0,13398.93,,
2.944444,2.8,2.8,3,4.624973,15,10,Dispersed Shareholders,,0,0,80,15,United States,,2008,353,0,14119.05,,
3.555556,3.8,3.6,3.5,7.824046,,2,Private Equity,Finland,1,0,100,30,United States,,2007,282,0,13398.93,,
3.833333,4,4.6,3,5.991465,0,2,Private Equity,Finland,1,0,100,16,United States,,2008,282,0,14624.18,,
3.666667,3.6,3,4,5.010635,,10,Private Individuals,,0,0,66,,United States,,2007,335,0,14369.08,,
3.055556,3.2,3.2,3,6.907755,,8,Dispersed Shareholders,US,0,1,50,8,United States,,2006,262,0,13398.93,,
3.777778,4.2,3.8,3.333333,5.857933,50,4,Private Individuals,US,0,1,75,5,United States,,2009,262,0,14119.05,,
2.111111,1.8,1.6,2.5,5.220356,,10,Private Individuals,,0,0,3,2,United States,,2008,379,0,14369.08,,
2.647059,2.8,3.8,2,6.385194,,6,Other,,0,0,100,8,United States,,2006,202,0,13398.93,,
4.166667,4.4,3.8,4.333333,7.090077,,10,Founder,,0,0,5,5,United States,,2006,208,0,13398.93,,
3.333333,3.4,3.4,3.166667,6.907755,10,10,Founder,,0,0,98,10,United States,,2006,208,0,14119.05,,
2.705882,2.6,2.6,3,6.214608,,3,"Family owned, family CEO",,0,0,90,5,United States,,2005,371,0,13398.93,,
3,3.2,2.8,3,6.39693,10,10,"Family owned, family CEO",,0,0,100,0,United States,,2009,371,0,14119.05,,
3.333333,3.6,3.2,4,4.60517,,0,Dispersed Shareholders,,0,0,,,United States,,2006,347,0,13398.93,,
2.888889,2.2,2.6,3.666667,7.824046,,5,Dispersed Shareholders,,0,0,5,2,United States,,2006,209,0,13398.93,,
3,3.6,2.6,2.666667,5.298317,,6,Dispersed Shareholders,US,0,1,100,0,United States,,2006,371,0,13398.93,,
2.777778,3.6,2.2,2.5,6.39693,,5,Dispersed Shareholders,Canada,1,0,0,0,United States,,2006,271,0,13398.93,,
3,3.2,3.2,3,5.703783,,10,Private Individuals,France,1,0,50,1,United States,,2006,359,0,13398.93,,
2.882353,2.8,3,3,5.332719,,3,Dispersed Shareholders,US,0,1,90,7,United States,,2006,202,0,13398.93,,
3.944444,4.2,4.2,3.5,5.703783,,3,Private Equity,,0,0,100,5,United States,,2005,286,0,13398.93,,
3.555556,4.6,3.6,2.5,5.298317,35,5,Private Equity,,0,0,80,20,United States,,2005,286,0,14624.18,,
3.444444,4.4,3.4,2.333333,7.408531,,10,Other,,0,0,60,2,United States,,2007,358,0,13398.93,,
4.166667,4.4,3.6,4.166667,4.70048,,10,Dispersed Shareholders,US,0,1,100,0,United States,,2005,356,0,13398.93,,
4,4,3.8,4.333333,6.793466,,10,Private Individuals,Lebanon,1,0,50,10,United States,,2005,265,0,13398.93,,
3.166667,3.8,2.8,3,4.941642,1,10,Private Individuals,Lebanon,1,0,50,5,United States,,2009,265,0,14119.05,,
3.222222,3.2,3.4,3.833333,5.075174,,10,Founder,,0,0,50,20,United States,,2005,262,0,13398.93,,
3.388889,3.8,3.8,3.166667,5.010635,,10,Dispersed Shareholders,Germany,1,0,50,20,United States,,2007,356,0,13398.93,,
3.888889,4.2,3.8,3.833333,8.006368,,6,Private Equity,US,0,1,80,40,United States,,2006,229,0,13398.93,,
3.111111,3.4,3,2.833333,5.521461,5,10,Private Equity,US,0,1,85,10,United States,,2009,229,0,14624.18,,
3.055556,3.2,3,3.666667,7.824046,,10,Dispersed Shareholders,,0,0,10,0,United States,,2006,379,0,13398.93,,
4.611111,4.8,4.4,4.5,8.006368,,10,Dispersed Shareholders,US,0,1,90,30,United States,,2007,306,0,13398.93,,
3.277778,3,3.4,3.166667,8.006368,8,1,Dispersed Shareholders,US,0,1,100,20,United States,,2009,306,0,14119.05,,
3.222222,3.8,3,2.833333,5.010635,,4,"Family owned, family CEO",,0,0,12,1,United States,,2006,372,0,13398.93,,
3.166667,3.6,2.6,3,4.70048,,10,Dispersed Shareholders,US,0,1,80,0,United States,,2007,265,0,13398.93,,
3.611111,3.6,3.4,3.333333,5.135798,,10,Dispersed Shareholders,US,0,1,40,0,United States,,2005,262,0,13398.93,,
4.333333,4,4.6,4.666667,5.010635,,10,"Family owned, family CEO",,0,0,100,12,United States,,2006,344,0,13398.93,,
3.944444,4,3.6,4.166667,5.075174,10,10,"Family owned, family CEO",,0,0,75,0,United States,,2009,344,0,14119.05,,
3.888889,4.2,3.6,3.666667,8.160519,,10,Other,,0,0,100,45,United States,,2006,243,0,13398.93,,
3.888889,4.8,3.8,3.333333,8.006368,0,5,Other,,0,0,50,1,United States,,2008,243,0,14119.05,,
3.5,4,3,3.5,6.802395,,10,Dispersed Shareholders,,0,0,40,5,United States,,2007,367,0,13398.93,,
3.166667,3.6,2.8,3,4.61512,,6,Dispersed Shareholders,US,0,1,0,0,United States,,2008,275,0,14369.08,,
2.833333,3.6,2.8,2.833333,5.010635,,2,"Family owned, family CEO",,0,0,80,0,United States,,2006,202,0,14369.08,,
3.166667,3.8,2.6,3.166667,5.416101,,10,Private Individuals,US,0,1,60,40,United States,,2006,349,0,13398.93,,
4.611111,5,5,4,5.703783,,5,Dispersed Shareholders,,0,0,100,10,United States,,2006,371,0,13398.93,,
3.722222,3.8,4.2,3.666667,5.783825,,10,"Family owned, family CEO",,0,0,30,1,United States,,2006,201,0,13398.93,,
3.166667,3.6,3,2.833333,5.703783,,2,"Family owned, family CEO",,0,0,50,5,United States,,2007,201,0,13398.93,,
3.944444,4.2,4.4,3.666667,8.294049,,10,Dispersed Shareholders,,0,0,75,3,United States,,2006,275,0,13398.93,,
3.666667,4.4,3.6,3,7.52564,,4,Dispersed Shareholders,,0,0,50,12,United States,,2007,308,0,13398.93,,
3.777778,3.8,3.6,3.833333,6.214608,2,5,Dispersed Shareholders,,0,0,3,1,United States,,2009,308,0,14119.05,,
4.277778,5,4.4,3.5,5.521461,,3,Private Equity,Germany,1,0,,,United States,,2007,382,0,13398.93,,
3.611111,3.8,3.4,3.666667,5.476463,10,7,Private Equity,Germany,1,0,85,70,United States,,2007,382,0,14624.18,,
4.444445,4.4,4.2,4.5,6.228511,,10,Dispersed Shareholders,US,0,1,70,20,United States,,2006,308,0,13398.93,,
3,3,3.2,2.833333,5.257495,,3,Private Individuals,,0,0,64,0,United States,,2006,329,0,13398.93,,
2.470588,2.6,2.4,3,4.70048,,1,Private Individuals,,0,0,40,20,United States,,2007,326,0,13398.93,,
3.777778,4.4,3.8,3,5.703783,,3,Dispersed Shareholders,Japan,1,0,95,60,United States,,2006,371,0,13398.93,,
3.625,4.25,3.6,2.8,5.416101,,,Dispersed Shareholders,,0,0,95,30,United States,,2004,372,0,13398.93,,
2.6875,2.8,2.6,2.5,6.214608,0,10,Dispersed Shareholders,,0,0,100,75,United States,,2009,372,0,14624.18,,
3.111111,2.6,3.6,3,8.006368,,10,Dispersed Shareholders,US,0,1,98,45,United States,,2006,384,0,13398.93,,
4.222222,4.6,3.8,4,8.006368,0,2,Dispersed Shareholders,US,0,1,95,10,United States,,2009,384,0,14119.05,,
4.166667,4.2,4.6,4.166667,6.109248,,10,Dispersed Shareholders,US,0,1,100,50,United States,,2006,381,0,13398.93,,
2.777778,3.2,2,3,5.010635,,10,Founder,,0,0,50,,United States,,2006,275,0,14369.08,,
3.833333,3.8,4.2,3.833333,8.006368,,6,Private Individuals,,0,0,25,0,United States,,2006,335,0,13398.93,,
3.611111,3.4,3.4,3.833333,8.294049,,10,Dispersed Shareholders,US,0,1,80,2,United States,,2006,342,0,13398.93,,
3.333333,4.2,3.2,2.5,8.160519,0,5,Dispersed Shareholders,US,0,1,85,85,United States,,2009,342,0,14624.18,,
3.833333,4.2,3.6,3.5,4.60517,,4,Private Individuals,US,0,1,70,0,United States,,2006,329,0,13398.93,,
3.555556,3.6,4,2.666667,7.313221,,7,Dispersed Shareholders,Japan,1,0,20,1,United States,,2006,371,0,13398.93,,
3.444444,3.8,3.8,3.166667,4.770685,,6,Dispersed Shareholders,US,0,1,75,19,United States,,2006,356,0,13398.93,,
2.5,3,2.2,2.333333,6.214608,,1,Dispersed Shareholders,,0,0,2,0,United States,,2006,371,0,13398.93,,
3.111111,3.8,3,2.5,5.030438,0,3,Dispersed Shareholders,,0,0,2,0,United States,,2009,371,0,14624.18,,
2.388889,2.4,2,2.833333,4.70048,,2,Private Individuals,,0,0,1,0,United States,,2007,239,0,13398.93,,
3.222222,3.8,3.2,3.5,4.787492,,5,Other,Denmark,1,0,13,0,United States,,2006,202,0,14369.08,,
3.444444,3.6,3.2,3,5.521461,,8,Dispersed Shareholders,US,0,1,100,0,United States,,2006,353,0,13398.93,,
2.777778,3,3,2,7.600903,30,9,Dispersed Shareholders,US,0,1,83,9,United States,,2009,353,0,14119.05,,
3.888889,4.6,4,3.5,5.899898,,8,Dispersed Shareholders,US,0,1,100,25,United States,,2007,262,0,13398.93,,
4.333333,5,4.4,3.666667,5.899898,15,5,Dispersed Shareholders,US,0,1,65,9,United States,,2009,262,0,14119.05,,
3.666667,4.4,4.2,3,4.867535,,10,Dispersed Shareholders,US,0,1,40,5,United States,,2006,284,0,13398.93,,
2.166667,2,2,2.333333,5.298317,,10,Dispersed Shareholders,,0,0,0,0,United States,,2005,399,0,13398.93,,
2.666667,3.2,3,2,5.010635,,10,Other,,0,0,2,0,United States,,2007,305,0,13398.93,,
1.777778,1.4,2.6,1.666667,5.164786,3,10,Other,,0,0,0,0,United States,,2008,305,0,14119.05,,
3,3.2,2.6,3,8.006368,,1,Dispersed Shareholders,US,0,1,10,0,United States,,2006,282,0,13398.93,,
3.722222,4.2,3.8,3.166667,5.634789,,10,"Family owned, family CEO",US,0,1,,,United States,,2007,344,0,14369.08,,
3.611111,3.4,2.8,4.166667,5.521461,,10,Founder,US,0,1,90,30,United States,,2005,382,0,13398.93,,
2.388889,2.8,2.4,2.5,5.991465,,10,Private Individuals,US,0,1,10,2,United States,,2006,275,0,13398.93,,
3.555556,3.6,3.4,3.5,5.616771,,6,Private Individuals,US,0,1,50,10,United States,,2009,275,0,14119.05,,
3.111111,3.2,3.6,2.666667,5.010635,,5,Dispersed Shareholders,Mexico,1,0,100,5,United States,,2006,324,0,13398.93,,
3.722222,3.8,3.6,3.666667,5.521461,,6,Dispersed Shareholders,US,0,1,50,9,United States,,2009,308,0,14369.08,,
4.555555,5,4.2,4.333333,5.298317,,10,Private Individuals,,0,0,50,3,United States,,2005,379,0,13398.93,,
3.333333,2.8,4,3.5,7.313221,,1,Private Individuals,,0,0,83,10,United States,,2006,327,0,13398.93,,
3.222222,3.4,3.4,3.166667,8.006368,0,6,Private Individuals,,0,0,30,0,United States,,2006,327,0,14119.05,,
3.888889,4.4,4,3.5,8.160519,,10,"Family owned, family CEO",Switzerland,1,0,70,18,United States,,2006,347,0,13398.93,,
2.777778,3.2,3,2.333333,4.787492,,5,"Family owned, family CEO",Switzerland,1,0,90,,United States,,2006,347,0,13398.93,,
2.555556,3,2.6,2.5,5.192957,,10,Private Individuals,,0,0,50,0,United States,,2007,265,0,13398.93,,
3.722222,4,3.2,3.833333,5.298317,,10,Founder,,0,0,50,10,United States,,2007,351,0,13398.93,,
2.944444,2.8,2.6,3.166667,5.220356,15,10,Founder,,0,0,,10,United States,,2008,351,0,14119.05,,
3.111111,3.8,3,3.333333,7.600903,,1,"Family owned, family CEO",,0,0,70,3,United States,,2007,372,0,13398.93,,
3.777778,3.6,3.6,3.833333,5.32301,,10,Dispersed Shareholders,US,0,1,75,1,United States,,2006,354,0,14369.08,,
2.555556,2.4,3,2.833333,5.616771,,6,Private Individuals,,0,0,10,2,United States,,2006,349,0,13398.93,,
3.235294,3.6,3.25,3,4.912655,,6,Dispersed Shareholders,US,0,1,,,United States,,2006,265,0,13398.93,,
3.166667,3.4,3,3,4.912655,0,5,Dispersed Shareholders,US,0,1,75,30,United States,,2006,265,0,14119.05,,
2.555556,3.2,2.2,2.833333,5.298317,,10,Founder,,0,0,33,4,United States,,2006,284,0,13398.93,,
4,4,4.8,3.666667,7.901007,,6,Dispersed Shareholders,US,0,1,80,40,United States,,2006,284,0,13398.93,,
3.235294,2.8,3.4,3.666667,4.60517,,10,"Family owned, family CEO",,0,0,25,0,United States,,2007,308,0,13398.93,,
4.055555,4.4,4,4,5.857933,,10,Private Equity,Canada,1,0,45,0,United States,,2006,353,0,13398.93,,
2.941176,3,3.2,3.4,5.768321,0,10,Dispersed Shareholders,Canada,1,0,57,0,United States,,2008,353,0,14119.05,,
2.5,1.6,1.8,4,4.744932,,10,Private Individuals,,0,0,60,30,United States,,2006,265,0,13398.93,,
1.722222,2.2,1.2,2,5.521461,,1,Other,US,0,1,100,0,United States,,2007,323,0,13398.93,,
3.777778,3.6,3,4.333333,8.188689,,4,"Family owned, external CEO",Germany,1,0,50,30,United States,,2006,356,0,13398.93,,
3.666667,3.8,3.2,3.666667,7.495542,15,10,"Family owned, external CEO",Germany,1,0,80,20,United States,,2009,356,0,14119.05,,
4.388889,4.6,5,3.5,7.783224,,10,Dispersed Shareholders,Japan,1,0,18,7,United States,,2006,371,0,13398.93,,
3.611111,4.2,3.8,2.5,7.765145,12,10,Dispersed Shareholders,Japan,1,0,90,10,United States,,2006,371,0,14119.05,,
3,3.4,2.8,2.833333,7.244227,,4,Dispersed Shareholders,,0,0,2,2,United States,,2006,344,0,13398.93,,
3.388889,4,3.4,2.833333,6.476973,,10,Founder,,0,0,70,20,United States,,2006,209,0,13398.93,,
3.5,3.6,2.8,3.833333,5.857933,3,6,Founder,,0,0,100,0,United States,,2006,209,0,14624.18,,
4,4.6,4.6,3.166667,6.802395,,10,Other,US,0,1,80,30,United States,,2006,283,0,13398.93,,
4.444445,4.4,4.4,4.333333,7.271008,,,,,0,0,,,United States,2,2004,384,0,11867.75,,
3.111111,3.4,3.4,2.666667,7.377759,,5,Dispersed Shareholders,US,0,1,80,5,United States,,2006,384,0,13398.93,,
3.222222,3.6,3.2,3,7.313221,,,Dispersed Shareholders,US,0,1,85,10,United States,,2006,384,0,13398.93,,
3.777778,4,3.8,3.5,7.600903,25,3,Dispersed Shareholders,US,0,1,80,54,United States,,2008,384,0,14119.05,,
2.888889,3,2.6,3.166667,5.164786,,10,Founder,,0,0,0,0,United States,,2006,353,0,13398.93,,
3.555556,3.8,3.6,3.166667,6.39693,,10,Private Equity,US,0,1,,25,United States,,2007,262,0,13398.93,,
4,4.2,3.6,4.333333,4.718499,,10,Other,,0,0,100,0,United States,,2006,284,0,13398.93,,
3.222222,3.6,3.2,2.833333,4.65396,0,3,Other,,0,0,90,10,United States,,2009,284,0,14119.05,,
2.777778,2.8,2,3.333333,4.60517,,5,"Family owned, family CEO",,0,0,,,United States,,2006,265,0,13398.93,,
1.777778,1.8,1,1.833333,4.60517,,10,Founder,,0,0,5,0,United States,,2006,231,0,13398.93,,
4.5,5,5,3.5,5.068904,,10,Dispersed Shareholders,US,0,1,50,30,United States,,2006,382,0,13398.93,,
2.944444,3.2,2.2,3.333333,6.620073,15,10,Dispersed Shareholders,,0,0,80,5,United States,,2009,382,0,14119.05,,
2.222222,1.6,1.8,2.833333,4.70048,,10,Private Individuals,,0,0,50,0,United States,,2007,283,0,13398.93,,
4.888889,5,4.8,4.833333,6.907755,,10,Private Individuals,US,0,1,80,10,United States,,2005,363,0,13398.93,,
4.555555,5,4.6,4,7.130899,5,1,Private Individuals,US,0,1,80,10,United States,,2007,363,0,14624.18,,
3.666667,3.6,4.2,3.333333,4.828314,,3,Dispersed Shareholders,Germany,1,0,80,2,United States,,2006,281,0,13398.93,,
2.833333,3.2,2.8,2.666667,6.514713,,7,Dispersed Shareholders,Japan,1,0,100,2,United States,,2006,321,0,13398.93,,
3.222222,3.6,3.8,2,5.010635,,3,"Family owned, external CEO",,0,0,75,2,United States,,2006,308,0,13398.93,,
3.166667,3.6,2,3.5,6.802395,,10,Dispersed Shareholders,,0,0,40,5,United States,,2006,205,0,13398.93,,
4.222222,4.4,5,3.166667,7.34601,,10,Dispersed Shareholders,Japan,1,0,25,5,United States,,2006,308,0,13398.93,,
3.117647,3.4,2.4,4,5.010635,,8,"Family owned, family CEO",,0,0,70,15,United States,,2004,286,0,13398.93,,
3.722222,4.2,3.6,3.166667,8.006368,,4,Private Individuals,US,0,1,40,5,United States,,2008,203,0,14369.08,,
3.333333,3,2.6,4.333333,7.438384,,4,Dispersed Shareholders,,0,0,50,40,United States,,2007,327,0,13398.93,,
3.444444,3.6,3.4,3.5,4.787492,,10,Founder,,0,0,20,0,United States,,2006,209,0,14369.08,,
3.5,4.6,2.6,3,7.824046,,10,Private Individuals,US,0,1,10,0,United States,,2007,358,0,14369.08,,
2.166667,2.2,2.2,2.166667,5.192957,,6,"Family owned, family CEO",,0,0,0,0,United States,,2007,344,0,13398.93,,
3.882353,4.8,4,2.8,6.214608,,10,Private Individuals,,0,0,90,35,United States,,2006,352,0,13398.93,,
3.222222,3.8,3.2,2.5,5.480639,10,10,Private Individuals,,0,0,85,10,United States,,2008,352,0,14119.05,,
3.25,3,3.75,3.333333,5.521461,,,"Family owned, family CEO",,0,0,90,5,United States,,2005,344,0,12638.38,,
2.611111,2.4,3.2,2.166667,5.298317,0,5,"Family owned, family CEO",,0,0,55,5,United States,,2005,344,0,14119.05,,
3.444444,3,3,3.833333,6.684612,,10,Dispersed Shareholders,,0,0,100,5,United States,,2006,328,0,13398.93,,
3.166667,3.2,2.4,3.666667,7.824046,10,10,Dispersed Shareholders,US,0,1,90,10,United States,,2009,328,0,14119.05,,
2.411765,2.6,2.25,2.833333,6.684612,,3,Founder,,0,0,33,5,United States,,2006,249,0,13398.93,,
2.611111,2.4,3,2.333333,5.521461,0,2,Founder,,0,0,100,5,United States,,2006,249,0,14119.05,,
3.166667,3.4,3,3.166667,7.600903,,10,Dispersed Shareholders,,0,0,80,4,United States,,2005,364,0,13398.93,,
3.5,3.6,3.8,3.166667,8.006368,0,5,Dispersed Shareholders,,0,0,65,15,United States,,2005,364,0,14119.05,,
3.611111,4,3,3.5,5.010635,,10,"Family owned, family CEO",,0,0,50,20,United States,,2006,372,0,14369.08,,
4,3.8,3.6,4.166667,6.802395,,6,Private Individuals,,0,0,50,15,United States,,2005,334,0,13398.93,,
3,3.6,2.4,3,5.703783,,10,Founder,,0,0,,,United States,,2007,232,0,13398.93,,
3.833333,4.4,3.2,4,5.337538,,10,"Family owned, family CEO",,0,0,0,0,United States,,2008,371,0,14369.08,,
